,id,cat2_slug,cat3_slug,city_slug,neighborhood_slug,created_at_month,user_type,description,title,rent_mode,rent_value,rent_to_single,rent_type,price_mode,price_value,credit_mode,credit_value,rent_credit_transform,transformable_price,transformable_credit,transformed_credit,transformable_rent,transformed_rent,land_size,building_size,deed_type,has_business_deed,floor,rooms_count,total_floors_count,unit_per_floor,has_balcony,has_elevator,has_warehouse,has_parking,construction_year,is_rebuilt,has_water,has_warm_water_provider,has_electricity,has_gas,has_heating_system,has_cooling_system,has_restroom,has_security_guard,has_barbecue,building_direction,has_pool,has_jacuzzi,has_sauna,floor_material,property_type,regular_person_capacity,extra_person_capacity,cost_per_extra_person,rent_price_on_regular_days,rent_price_on_special_days,rent_price_at_weekends,location_latitude,location_longitude,location_radius,jalali_date,jalali_year,jalali_month,jalali_day,season,adjust_rent,is_suspect,fake_rent,fake_credit,rent_per_sqm,rent_credit_ratio,location,total_cost,region,building_age,cost_per_sqm,rooms_count_num
8037,15439,residential-rent,apartment-rent,tehran,aghdasieh,8/1/2024,,"آپارتمان ۲۰۴ متری ۴خواب پر نور  واقع در صاحبقرانیه منطقه یک 
بالکن سراسری جنوبی قابل چیدمان
بهترین لوکیشن اقدسیه ملک دونبش غرق نور جنوب شمال غرب
تک واحد 
کلا ۳ واحد طبقه دوم میباشد بالاش پشت بام هست.
بازدید با هماهنگی
خانواده محترم و مجرد موجهه 

تماس جهت هماهنگی بازدید در خدمتم.",آپارتمان۲۰۴ متری اقدسیه ویلایی دو نبش,مقطوع,40000000,,,,,مقطوع,1000000000,False,False,1000000000,,40000000,,,204,,,2.0,چهار,2.0,1.0,True,False,1,1,1385,True,,powerhouse,,,shoofaj,water_cooler,squat_seat,,,south,,,,ceramic,,,,,,,,35.80592346,51.47980881,,1403-05-11,1403,5,11,summer,40000000,False,False,False,196078.4314,0.04,1,86666666.67,1,18,424836.6013,4
10443,21354,residential-rent,apartment-rent,tehran,sepehr,8/1/2024,مشاور املاک,"با سلام 

✅شهرک غرب 
✅این واحد طبقه آخر می باشد 
✅طبقه آخر تک واحدی 
 
✅160متر 3 خواب 1 خواب مستر 
✅فضای اتاق خواب ها ۱۲ / ۱۴ / ۱۶ متر 
✅بدون دیوار مشترک

✅دارای انباری قفسه بندی شده مجزا داخل خود واحد
✅عکس های خود واحد می باشد 

✅پارکینگ 
✅بالکن
✅انباری 15 متر طبقه -۱
✅آسانسور ( تا انباری امکان دسترسی دارد ) 
( آسانسور از پارکینگ بدون پله اضافه )
 

✅تغذیه نور از شمال و جنوب 
✅تمام واحد ها خانواده می باشند
✅پلان تفکیکی
✅قیمت نسبت به ماه پیش ۱۰ درصد کاهش یافته است

‼️کلید در اختیار 
‼️بازدید با هماهنگی قبلی 
‼️دسترسی تا مترو 5 دقیقه 
‼️تا خیابان اصلی ۱ دقیقه 

مشاور شما 
دانیال 
....",شهرک غرب/160 متر 3 خواب/خوش نقشه,مقطوع,45000000,,rent_credit,,,مقطوع,1000000000,False,False,1000000000,,45000000,,,160,,,4.0,سه,4.0,1.0,True,True,1,1,1388,True,,package,,,shoofaj,water_cooler,seat,,,south,,,,ceramic,,,,,,,,35.76951599,51.35649109,500.0,1403-05-11,1403,5,11,summer,45000000,False,False,False,281250.0,0.045,1,87083333.33,2,15,544270.8333,3
323,3545,residential-rent,apartment-rent,tehran,abouzar,10/1/2024,,"هوالزراق 
۱۰۲متر
دوخوابه بزرگ
سالن مربع
فول امکانات
دسترسی عالی
⚜️⚜️⚜️مسکن ملل⚜️⚜️⚜️
فقط کافیست تماس بگیرید تا خانه مورد نظر خود را تحویل بگیرید‼️",آپارتمان، ۱۰۲ متر، دوخوابه,مقطوع,15000000,,,,,مقطوع,600000000,False,False,600000000,,15000000,,,102,,,3.0,دو,5.0,2.0,True,True,1,1,1402,False,,,,,,,squat_seat,,,south,,,,stone,,,,,,,,35.64677429,51.47924805,,1403-07-10,1403,7,10,autumn,15000000,False,False,False,147058.8235,0.025,1,51250000.0,15,1,502450.9804,2
8213,31012,residential-rent,apartment-rent,tehran,azad-shahr,12/1/2024,,"بهترین تیپ و نقشه برج 

برج های مجلل ارتش 

ویو باز و ابدی 

فول دیزاین 

مشاعات کامل یک برج 


لابی مجلل 



مشاور شما علی طلیم خانی 

بهترینها را برای شما آرزومندیم",۹۵ متر تک خواب و دوخواب,مقطوع,12000000,,,,,مقطوع,600000000,False,True,600000000,550000000.0,12000000,13500000.0,,95,,,3.0,دو,,,,True,1,1,1401,False,,,,,,,,,,,,,,,,,,,,,,35.75490189,51.17692566,500.0,1403-09-11,1403,9,11,autumn,12000000,False,False,False,126315.7895,0.02,1,51000000.0,22,2,536842.1053,2
4871,15201,residential-rent,apartment-rent,tehran,saadat-abad,9/1/2024,,"بهترین خ شهرک غرب توحید ها 

تک واحد طبقه چهارم با سازی

بسیار نور و نقشه عالی محیط دنج

دسترسی عالی به کل شهرک غرب و توحید ها 

دارای دو خواب بزرگ...همراه با تراس

مناسب خانواده و خانم یا آقای مجرد

پارکینگ.....و انباری....بدون آسانسور..... جهت اطلاعات بیشتر با مشاور خودتان تماس بگیرید",۱۲۵ متر شهرک غرب توحیدها,مقطوع,34000000,,,,,مقطوع,300000000,False,False,300000000,,34000000,,,125,,,4.0,دو,,,,False,1,1,1393,False,,,,,,,,,,,,,,,,,,,,,,35.78083038,51.36339951,,1403-06-11,1403,6,11,summer,34000000,False,False,False,272000.0,0.113333333,1,27833333.33,2,10,222666.6666,2
3077,5836,residential-rent,apartment-rent,tehran,yousef-abad,7/1/2024,مشاور املاک,"طبقه سوم رویتی
پارکینگ غیر مزاحم
انباری۳متری
قابل تمدید
برای بازدید تماس بگیرید
مشاور تخصصی شما در یوسف آباد 
کوشا سالمی",آپارتمان۱۳۰متر،دوخواب بزرگ،پارکینگ دار,مقطوع,26000000,,rent_credit,,,مقطوع,500000000,False,False,500000000,,26000000,,,130,,,3.0,دو,3.0,1.0,True,False,1,1,1375,True,,package,,,shoofaj,water_cooler,squat,,,south,,,,ceramic,,,,,,,,35.72994995,51.40537262,500.0,1403-04-11,1403,4,11,summer,26000000,False,False,False,200000.0,0.052,1,43833333.33,6,28,337179.4872,2
20782,6622,residential-rent,apartment-rent,tehran,tajrish,6/1/2024,,"بالکن،پارکینگ،کف سرامیک،درب ضد سرقت،نور مخفی،..... 
لوکیشن بینظیر،دسترسی عالی به منطقه!
موتورخانه فعال،سرمایش گرمایش چیلر+ شومینه!
کف سرامیک سفید،خانه نوسازی شده،در،دستگیره،شیر الات،رنگ،نور مخفی،...!
همسایه عالی و بدون مزاحم!
نورگیر عالی شمالی و غربی!
بسیار خوش نقشه!",۷۵متری ۲ خواب تجریش,مقطوع,39000000,,,,,مقطوع,200000000,False,False,200000000,,39000000,,,75,,,2.0,دو,5.0,3.0,True,True,0,1,1403,True,,powerhouse,,,fireplace,fan_coil,squat_seat,,,north,,,,ceramic,,,,,,,,35.80203247,51.43300247,,1403-03-12,1403,3,12,spring,39000000,False,False,False,520000.0,0.195,1,19916666.67,1,0,265555.5556,2
9710,16809,residential-rent,apartment-rent,tehran,east-tehranpars,9/1/2024,,"این آخرین بازدید شماست!

60 متر 1 خواب
آشپزخانه پرکابینت با جای ماشین لباسشویی
سالن بدون فضای پرت
اتاق کاربردی
همراه با انباری
کم واحد
مناسب زوج های جوان

مشاور شما امیری
مسکن بزرگ خاتم",60 متر 1 خواب,مقطوع,9500000,,,,,مقطوع,150000000,False,False,150000000,,9500000,,,60,,,3.0,یک,3.0,2.0,False,False,1,0,1382,True,,,,,,water_cooler,squat,,,south,,,,ceramic,,,,,,,,35.74447632,51.55084229,,1403-06-11,1403,6,11,summer,9500000,False,False,False,158333.3333,0.063333333,1,13291666.67,4,21,221527.7778,1
9226,5190,residential-rent,apartment-rent,tehran,darrous,10/1/2024,,">>>>>>Ali Raad<<<<<< 
           >>>A1<<<
 (مابه جای شما گشته ایم)   
~~~~~~~~~~~~~~~~~~~~~~~ 
170 متر 3 خواب 
4طبقه طبقه ی سوم
 آفتاب در جوار شما
ویو باغ مشجر
3 خواب مستر دار 
فول امکانات 
مشاعات آبی 
سرایدار 
~~~~~~~~~~~~~~~~~~~~~~
          ☎️ارادتمند شما راد☎️
            پاسخگویی24ساعته 
         ✅ایوان انتخاب برتر✅",170 متر 3 خواب تاپ لوکیشن دروس ویو باغ,مقطوع,75000000,,,,,مقطوع,1000000000,False,False,1000000000,,75000000,,,170,,,3.0,سه,,,True,True,1,1,1395,True,,,,,,,,,,,,,,,,,,,,,,35.77425766,51.4552269,500.0,1403-07-10,1403,7,10,autumn,75000000,False,False,False,441176.4706,0.075,1,89583333.33,3,8,526960.7843,3
9720,18123,residential-rent,apartment-rent,tehran,east-tehranpars,7/1/2024,,"نمای خانه سنگ هست و تک واحدی و تمیز هست 
ودیعه و اجاره قابل تبدیل هست",اپارتمان ۸۵ متری,مقطوع,6000000,,,,,مقطوع,650000000,False,True,650000000,850000000.0,6000000,100.0,,85,,,1.0,یک,5.0,1.0,True,False,1,0,1392,False,,package,,,shoofaj,water_cooler,squat,,,south,,,,ceramic,,,,,,,,35.74187851,51.55250931,,1403-04-11,1403,4,11,summer,6000000,False,False,False,70588.23529,0.009230769,1,54666666.67,4,11,643137.2549,1
4955,22580,residential-rent,apartment-rent,tehran,saadat-abad,11/1/2024,,"⚜️با سلام خدمت تمامی عزیزان ⚜️ 

✅۱۵۰متر 
✅۳خواب 
✅لوکیشن عالی 
✅دسترسی خوب 
✅خوش نقشه وتمیز 
✅سالن پرده خور 
✅پارکینگ✅ آسانسور✅ انباری ✅بالکن 
✅مناسب خانواده زوج 
✅مالک بسیار خوب 

⚜️گروه مشاورین املاک مثلث ⚜️ 
♥️مشاور معتمد شما : خانم رستگار ♥️",آپارتمان ۱۵۰متری/سعادت آباد,مقطوع,40000000,,,,,مقطوع,500000000,False,False,500000000,,40000000,,,150,,,5.0,سه,5.0,1.0,True,True,1,1,1386,True,,powerhouse,,,shoofaj,water_cooler,squat_seat,,,south,,,,stone,,,,,,,,35.77567291,51.36608124,,1403-08-11,1403,8,11,autumn,40000000,False,False,False,266666.6667,0.08,1,45000000.0,2,17,300000.0,3
12724,40614,residential-rent,apartment-rent,tehran,sarsabil,11/1/2024,,"املاک وارش
طبقه سوم رویتی میشه پله کم داره 
بهترین لوکیشن خیابان کارون نرسیده ب دامپزشکی
فشار اب قوی 
جای ساید داره
گاز 
هود 
کمد دیواری جادار
کف پارکت چوب
شیر آلات اسپانیایی
انباری کاذب
ی انباری سندی هم پایین داره
فشار اب عالی 
مناسب سخت پسندان
تخلیه ب محض بستن قرارداد",۶۷متر ۲ خواب بازسازی شده فوق خوش نقشه,مقطوع,9000000,,,,,مقطوع,300000000,False,True,300000000,670000000.0,9000000,0.0,,67,,,2.0,دو,,,,False,1,0,1390,False,,,,,,,,,,,,,,,,,,,,,,35.69299316,51.36943054,,1403-08-11,1403,8,11,autumn,9000000,False,False,False,134328.3582,0.03,1,25750000.0,10,13,384328.3582,2
3876,39326,residential-rent,apartment-rent,tehran,hashemi,5/1/2024,مشاور املاک,"(آپارتمان ‌مسکونی)
(تخلیه ۱۰ تیر ماه می باشد )
 
عکس ها و فیلم مربوط به واحد میباشد

 خیابان دستغیب نرسیده به یادگارک میرزایی 

با دسترسی آسان به یادگار امام

آپارتمان : ۴۰ متر
(نقاشی  شده تحویل داده می شود )
جهت : شمالی

در ۳طبقه تک واحدی  
طبقه ۱
۱خواب مستر

پارکینگ دارد( غیر مزاحم اختصاصی سندی )
آسانسور ندارد
انباری دارد  (سندی ۴ متر )
بالکن دارد 
کمد دیواری دارد 

آشپزخانه  اوپن
کف سرامیک
سرویس ایرانی مجزا 

**مسکن بزرگ تقی زاده**
خیابان امام خمینی بین جیحون و یادگار پ983",آپارتمان ۴۰م با پارکینگ دستغیب نرسیده به یادگار,مقطوع,10000000,,rent_credit,,,مقطوع,100000000,False,False,100000000,,10000000,,,40,,,1.0,یک,3.0,1.0,True,False,1,1,1390,True,,water_heater,,,heater,water_cooler,squat,,,north,,,,ceramic,,,,,,,,35.68584824,51.35522461,500.0,1403-02-12,1403,2,12,spring,10000000,False,False,False,250000.0,0.1,1,9166666.667,10,13,229166.6667,1
8679,2457,residential-rent,apartment-rent,tehran,north-shahran,10/1/2024,,"به نام خالق جهان هستی...

دپارتمان بزرگ املاک ایران زمین 

*واحد واقع در بهترین لوکیشن شهران خ وسک*

مشخصات فایل:

فول امکانات
✅آسانسور‌✅پارکینگ✅انباری✅بالکن

بسیار خوش نقشه 

سالن وسیع  خوش چیدمان بدون کوچکترین پرتی 

آشپزخانه بروز 

سالن سرتاسر پرده خور رو به افتاب

جنس نما تراورتن

۲ خواب استاندارد با کمد دیواری عمیق و کاربردی

دارای 2 سرویس بهداشتی ایرانی و فرنگی

مشاعات در حد نوساز

کم واحد

دسترسی بسیار راحت به گذرهای اصلی مراکز خرید و...

مالک فردی منصف و خوش اخلاق
دارای تخفیف پای قرارداد
امکان تمدید تا چندین سال وجود دارد

پ.ن
۱.عکس متعلق به واحد نیست.


تماس هر روز ۸ صبح تا ۱۲ شب
کارشناس تخصصی منطقه داریوش رحیمی",۹۸ متر/اکازیون/بسیار تمیز/وسک/شهران شمالی,مقطوع,21000000,,,,,مقطوع,450000000,False,True,450000000,1150000000.0,21000000,100000.0,,98,,,3.0,دو,5.0,2.0,True,True,1,1,1395,False,,powerhouse,,,shoofaj,water_cooler,squat_seat,,,south,,,,stone,,,,,,,,35.76556778,51.29241562,,1403-07-10,1403,7,10,autumn,21000000,False,False,False,214285.7143,0.046666667,1,39250000.0,5,8,400510.2041,2
24539,40789,residential-rent,apartment-rent,tehran,ashtiyani,12/1/2024,,"**** املاک بختیاری****
5طبقه تک واحدی 
بهترین لوکیشن منطقه",تهران نو تهرانشرق 135 متر,مقطوع,35000000,,,,,مقطوع,600000000,False,False,600000000,,35000000,,,135,,,4.0,سه,5.0,1.0,True,True,1,1,1390,False,,powerhouse,,,shoofaj,water_cooler,squat_seat,,,north,,,,stone,,,,,,,,35.71230698,51.502388,,1403-09-11,1403,9,11,autumn,35000000,False,False,False,259259.2593,0.058333333,1,52916666.67,13,13,391975.3087,3
640,9854,residential-rent,apartment-rent,tehran,kuhak,8/1/2024,مشاور املاک,"آپارتمان، ۱۲۰متر، ۲خواب 
سالن ۱تیکه و پرده خور 
کمد دیواری های بزرگ 
نورگیر فوق‌العاده عالی 
آشپزخانه شیک و مدرن 
۲ تراس بزرگ و قابل چیدمان 
ویو جنگل زیبا چیتگر
سالن اجتماعات، آنتن مرکزی 
باشگاه ورزشی، اینترنت فیبر نوری 
نگهبان و لابی من ۲۴ساعته 
لابی شیک و مجلل 
دسترسی سریع به مراکز خرید، هایپر و تره‌بار 
دسترسی سریع به اتوبان های:حکیم و همت 
فاصله تا پارک و مترو چیتگر کمتر از ۵ دقیقه 
فایل های مشابه با بودجه شما موجود میباشد 
برای اطلاعات بیشتر لطفا تماس بگیرید",رهن و اجاره آپارتمان کوهک، شهرک گلستان ۲خواب,مقطوع,17000000,,rent_credit,,,مقطوع,1000000000,True,True,1000000000,900000000.0,17000000,20000000.0,,120,,,15.0,دو,18.0,6.0,True,True,1,1,1398,,,powerhouse,,,duct_split,duct_split,squat_seat,,,north,,,,ceramic,,,,,,,,35.72886658,51.24261475,500.0,1403-05-11,1403,5,11,summer,17000000,False,False,False,141666.6667,0.017,1,84750000.0,22,5,706250.0,2
20068,21308,residential-rent,apartment-rent,tehran,sarsabz,6/1/2024,,"سلام واحترام 
  تک واحد 
کل ساختمان ۳طبقه
طبقه  2
کلا ۸ پله
محیط  آرام بهره میدان 33نارمک
فاصله‌ تا مترو ۳دقیقه 
فاصله تامیدان هفت حوض ۱۰۰متر
به مجرد داده میشه",آپارتمان 60متری تکواحدی هفت حوض,مقطوع,10500000,,,,,مقطوع,350000000,False,True,350000000,300000000.0,10500000,12500000.0,,60,,,2.0,یک,3.0,1.0,True,False,1,0,1380,False,,water_heater,,,heater,water_cooler,squat_seat,,,south,,,,ceramic,,,,,,,,35.73070908,51.49695969,,1403-03-12,1403,3,12,spring,10500000,False,False,False,175000.0,0.03,1,30041666.67,8,23,500694.4445,1
18090,38443,residential-rent,apartment-rent,tehran,sharara,12/1/2024,,"به نام خدا 
فوری                 فوری                   فوری

۱۰۰متر 
۲خواب 
تکواحدی  
طبقه سوم واقعی
مخصوص زوج و خانواده
فول بازسازی تمیز 
نقشه فوق العاده
بهترین لوکیشن شمال ستارخان
بهترین دسترسی به مترو و بی آر تی
بهترین دسترسی به مراکز خرید و فروشگاهها
بازدید = قرارداد

جهت اطلاعات بیشتر تماس بگیرید 
مشاور شما : حضرتی",۱۰۰متر تکواحدی شمال ستارخان **شهرآرا**,مقطوع,25000000,,,,,مقطوع,150000000,False,True,150000000,300000000.0,25000000,20000000.0,,100,,,3.0,دو,,,True,False,1,0,1373,False,,,,,,,,,,,,,,,,,,,,,,35.72425461,51.37117386,,1403-09-11,1403,9,11,autumn,25000000,False,False,False,250000.0,0.166666667,1,14583333.33,2,30,145833.3333,2
23852,8095,residential-rent,apartment-rent,tehran,sartakht,7/1/2024,,۵دقیقه تا مترو نزدیک بازار و حرم دسترسی به همه چیز عالی,آپارتمان شخصی طبقه ۴از۴,مقطوع,7000000,,,,,مقطوع,200000000,False,False,200000000,,7000000,,,60,,,4.0,یک,,,True,False,0,0,1380,True,,water_heater,,,,water_cooler,squat,,,,,,,ceramic,,,,,,,,35.58955383,51.43989563,,1403-04-11,1403,4,11,summer,7000000,False,False,False,116666.6667,0.035,1,17250000.0,20,23,287500.0,1
21893,37259,residential-rent,apartment-rent,tehran,azarbaijan,7/1/2024,,"☑️مشخصات و امکانات☑️
====================
✅ طبقه اول
✅ کف پارکت
✅ کابینت کامل MDF
✅ گاز رومیزی
✅ هود
====================
✅ پارک خودرو محوطه حیاط
✅ انباری غیر سندی
✅ آیفون تصویری
✅ درب ریموت دار
✅ مجتمع
✅ حفاظ درب ورودی
✅ قابل تبدیل ، ۵۰ میلیون
✅ مناسب خانواده
✅ نزدیک به خیابان آزادی
✅ دسترسی عالی به مترو شادمان و BRT
====================
✅ مشاورین املاک تماس نگیرند.
✅ فایل اختصاصی است.
✅ املاک هستیم همکاری نمیشود.
✅ املاک    املاک    املاک    املاک
====================",آپارتمان ، ۶۴متر ، دوخوابه,مقطوع,10000000,,,,,مقطوع,350000000,False,False,350000000,,10000000,,,64,,,1.0,دو,4.0,3.0,False,False,0,0,1380,False,,water_heater,,,heater,water_cooler,squat_seat,,,north,,,,wood_parquet,,,,,,,,35.69945145,51.36649704,,1403-04-11,1403,4,11,summer,10000000,False,False,False,156250.0,0.028571429,1,30000000.0,10,23,468750.0,2
17405,38497,residential-rent,apartment-rent,tehran,south-mehrabad,9/1/2024,,"مبلغ ودیه و اجاره تا حدودا ۱۰۰ تومن قابل تبدیل میباشد .
کمیسیون بنگاه داده نمیشود.",اجازه اپارتمان مهراباد جنوبی,مقطوع,14000000,,,,,مقطوع,200000000,False,False,200000000,,14000000,,,73,,,2.0,یک,4.0,1.0,True,True,0,1,1395,False,,package,,,shoofaj,water_cooler,squat_seat,,,,,,,ceramic,,,,,,,,35.67699432,51.33463669,,1403-06-11,1403,6,11,summer,14000000,False,False,False,191780.8219,0.07,1,17833333.33,9,8,244292.2374,1
20925,39709,residential-rent,apartment-rent,tehran,south-narmak,10/1/2024,,"به نام حق 
✅✅چهار طبقه تک واحدی 
✔️✔️طبقه دوم
✔️پذیرایی مربع قابل چیدمان
✅✅پذیرایی نور گیر 
✔️اتاق خواب ۹ متری
✔️✔️دارای کمد دیواری
✅آشپزخانه نور گیر
✅آشپزخانه دارای کابینت فراون
✔️✔️تراس قابل استفاده
✅✅دارای انباری 
‼️مناسب برای زوج
✔️✔️مشاعات بسیار تمیز 
✔️✔️قابل تمدید برای سالهای متمادی
✔️دسترسی آسان به خطوط بی آر تی
✅دسترسی آسان به مراکز خرید
✔️✔️✔️املاک عمارت با هر بودجه ای در خدمت شما
✅مشاور و ارادتمند شما حامد صراف زاده",آپارتمان      ۵۰ متری     نارمک جنوبی,مقطوع,14500000,,,,,مقطوع,200000000,False,False,200000000,,14500000,,,50,,,2.0,یک,,,,False,1,0,1390,False,,,,,,,,,,,,,,,,,,,,,,35.71796799,51.49549103,,1403-07-10,1403,7,10,autumn,14500000,False,False,False,290000.0,0.0725,1,17875000.0,8,13,357500.0,1
12187,22334,residential-rent,apartment-rent,tehran,haft-hoz,10/1/2024,,"۹۰ متر 
۲ خواب
طبقه ۴
آسانسور
پارکینگ
انباری
بالکن
خوش نقشه
فول بازسازی
رهن و اجاره قابل تبدیل
اجاره به خانواده
اجاره به مجرد موجه
لوکیشن سامان شمالی

مشاور خانم محبی",۹۰ متر فول بازسازی میدان۷۷,مقطوع,24000000,,,,,مقطوع,300000000,False,True,300000000,1100000000.0,24000000,0.0,,90,,,4.0,دو,,,,True,1,1,1385,False,,,,,,,,,,,,,,,,,,,,,,35.73400116,51.49003983,500.0,1403-07-10,1403,7,10,autumn,24000000,False,False,False,266666.6667,0.08,1,27000000.0,8,18,300000.0,2
9963,1700,residential-rent,apartment-rent,tehran,khalij-e-fars,6/1/2024,مشاور املاک,"شما لایق آرامش هستید.آرامش خود را با یک تماس تضمین کنید

✔️دپارتمان بزرگ ام لند✔️

✅۶۵ متر نقلی

✅دو خواب 

✅غرق در‌ نور

✅تک واحدی

✅بهترین لوکیشن منطقه

✅تراس دلباز

✅مناسب برای زوج های جوان و خانواده تا نهایت ۴ نفر

✔️دپارتمان بزرگ ام لند✔️

⭕گسترده ترین فایلینگ منطقه را از ما بخواهید⭕

مشاور شما:سوری",اپارتمان ۶۵ متری دو خواب,مقطوع,9000000,,rent_credit,,,مقطوع,100000000,False,False,100000000,,9000000,,,65,,,4.0,دو,4.0,1.0,True,False,0,0,1390,,,water_heater,,,heater,water_cooler,squat,,,south,,,,ceramic,,,,,,,,35.67293167,51.26903534,500.0,1403-03-12,1403,3,12,spring,9000000,False,False,False,138461.5385,0.09,1,9083333.333,18,13,139743.5897,2
5473,4424,residential-rent,apartment-rent,tehran,tehransar,7/1/2024,,"خواهشا املاکی های محترم تماس نگیرند ⛔️❌

✅ واحد 65 متری 
✅ یه خواب 
✅ طبقه اول 
✅ تخلیه فوری 
✅ دارای پارکینگ 
✅ دارای انباری 
✅ دارای تراس 
✅ لوکیشن عالی 
✅ دسترسی مناسب به بلوار اصلی 
✅ اطلاعات بیشتر تماس بگیرید ",اپارتمان 65 متری یه خواب نورگیر,مقطوع,3000000,,,,,مقطوع,500000000,False,False,500000000,,3000000,,,65,,,1.0,یک,5.0,,True,False,1,1,1388,False,,,,,,,,,,north,,,,,,,,,,,,35.69412994,51.25764084,500.0,1403-04-11,1403,4,11,summer,3000000,False,False,False,46153.84615,0.006,1,41916666.67,21,15,644871.7949,1
11006,37984,residential-rent,apartment-rent,tehran,kazem-abad,10/1/2024,,"به خدا سلام این ساختمان شخصی است امنیت بسیار خوبی دارد محیط ساختمان بسیار آرام ساکت است همه اکثرا زوج و خانواده هستند فقط برای خانواده به هیچ وجه مجرد تماس نگیرد جسارتا حیوان خانگی نداشته باشد فاصله تا مترو پیاده 2 دقیقه پاسیو حیاط خلوت فقط مختص این واحد است
قابل تبدیل می‌باشد",نزدیک مترو خواجه عبدالله,مقطوع,4000000,,,,,مقطوع,950000000,False,False,950000000,,4000000,,,67,,,1.0,یک,5.0,2.0,True,True,0,1,1396,True,,package,,,duct_split,duct_split,squat,,,north,,,,ceramic,,,,,,,,35.74121475,51.46301651,,1403-07-10,1403,7,10,autumn,4000000,False,False,False,59701.49254,0.004210526,1,79500000.0,4,7,1186567.164,1
16273,39845,residential-rent,apartment-rent,tehran,hakimiyeh,10/1/2024,مشاور املاک,"⬅️۵۰ متر تک خواب طبقه دوم 
⬅️فول امکانات
⬅️بهترین لوکیشن سازمان آب 
⬅️مناسب زوج 
⬅️قابل تبدیل به رهن کامل 
⬅️به مجرد هم اجاره داده میشود 


آدرس دفتر:بلوار بهار ، نبش بهشت شرقی ، املاک اسکان",۵۰ متر سازمان آب حکیمیه,مقطوع,6500000,,rent_credit,,,مقطوع,300000000,True,True,300000000,500000000.0,6500000,100000.0,,50,,,2.0,یک,,,,True,1,1,1395,,,,,,,,,,,,,,,,,,,,,,,35.73711777,51.58763504,500.0,1403-07-10,1403,7,10,autumn,6500000,False,False,False,130000.0,0.021666667,1,25541666.67,4,8,510833.3334,1
12166,14852,residential-rent,apartment-rent,tehran,haft-hoz,10/1/2024,,"۱۰۵ متر
۲ خواب 
طبقه ۴
آسانسور
پارکینگ
انباری
سرایداری مقیم
تخلیه
لوکیشن میدان ۵۴ نارمک


مشاور خانم محبی",۱۰۵ متر میدان ۵۴ نارمک,مقطوع,30000000,,,,,مقطوع,400000000,False,False,400000000,,30000000,,,105,,,4.0,دو,,,,True,1,1,1396,False,,,,,,,,,,,,,,,,,,,,,,35.73384857,51.49299622,500.0,1403-07-10,1403,7,10,autumn,30000000,False,False,False,285714.2857,0.075,1,35833333.33,8,7,341269.8412,2
